Team Name,Management,Returns,Rewards,Status
Dubno_City_Volunteers,3.9,4.3,3.7,3.8
Koretc_City_Volunteers,4.2,4.4,3.9,4.1
Rivne_Regional_BraVo_Staff,4.2,4.4,4.2,4.2
Rivne_Regional_Staff,4.0,4.2,3.7,4.0
Sarny_City_United_Headquarters_of_Volunteers,4.2,4.2,4.0,4.2
Sarny_City_Volunteers,4.2,4.1,4.0,4.5
Varash_City_Volunteers,4.3,4.2,4.3,4.4
Zdolbuniv_City_Volunteers,4.1,4.2,4.0,4.1
