Team Name,Leadership,Listens,Understands,Encourages
Dniprovska_ City_Volunteers,4.5,4.4,4.6,4.4
Komunarska_ City_Volunteers,4.5,4.4,4.6,4.4
Kushugum_Region_Volunteers,4.9,4.8,5.0,4.8
Local_ City_Volunteers,4.7,4.7,4.8,4.6
Pologyvska _ Regional_Volunteers,3.4,3.3,3.5,3.5
Volnyansk_ Regional_Volunteers,4.3,4.2,4.4,4.1
Voznesenovsky_City_Volunteers,4.6,4.7,4.7,4.3
Zavodsky _ City_Volunteers,4.5,4.5,4.6,4.3
Запорізька района філія ЗОО ТЧХУ,4.2,4.0,4.5,4.2
