Team Name,Well-being,Strong,Drained,Frustrated
Chernihiv_ Regional_Staff,4.1,5.7,2.7,2.0
Chernihiv_City_Volunteers,3.7,5.7,4.0,2.7
Korop_District_Volunteers,4.5,6.0,2.2,1.1
Koryukivka_District_Volunteers,4.4,5.9,2.5,1.4
Nizhyn_District_Volunteers,4.4,6.1,2.7,1.4
Pryluky_District_Volunteers,4.0,5.2,3.0,1.9
