Team Name,Engagement,Satisfied,Meaning,Values,Ideas,Stay
Blagovishchenskа_District_Volunteers,4.3,4.4,4.2,4.6,4.2,4.2
Kirovohrad_ PSS_Volunteers,4.2,4.3,3.8,4.3,4.3,4.0
Kirovohrad_ Regional_Staff,4.4,4.6,4.5,4.2,4.2,4.6
Kirovohrad_ Regional__Home-BasedCare_Volunteers,4.3,4.4,4.3,4.4,4.2,4.4
Kropyvnytskyi_  District_Volunteers,4.2,4.2,4.3,4.0,4.2,4.0
Novomyrhorod_District_Volunteers,4.2,4.5,4.2,3.9,4.4,4.2
Oleksandriiska_District_Volunteers,4.6,4.7,4.3,4.7,4.7,4.7
Onufrievska_District_Volunteers,4.4,4.6,4.5,4.2,4.1,4.2
