Team Name,Engagement,Satisfied,Meaning,Values,Ideas,Stay
Chernihiv_ Regional_Staff,4.1,4.1,4.3,4.1,4.1,4.1
Chernihiv_City_Volunteers,4.1,4.2,4.3,4.2,4.2,3.9
Korop_District_Volunteers,4.6,4.6,4.5,4.5,4.5,4.6
Koryukivka_District_Volunteers,4.5,4.5,4.7,4.3,4.4,4.4
Nizhyn_District_Volunteers,4.3,4.3,4.4,4.2,4.4,4.2
Pryluky_District_Volunteers,4.3,4.5,4.2,4.1,4.2,4.4
