Team Name,Management,Returns,Rewards,Status
Chernihiv_ Regional_Staff,4.1,4.1,4.0,4.1
Chernihiv_City_Volunteers,4.0,4.2,3.6,4.1
Korop_District_Volunteers,4.6,4.7,4.5,4.5
Koryukivka_District_Volunteers,4.4,4.5,4.3,4.4
Nizhyn_District_Volunteers,4.3,4.3,4.3,4.3
Pryluky_District_Volunteers,4.3,4.3,4.2,4.3
