Team Name,Leadership,Listens,Understands,Encourages
Chernihiv_ Regional_Staff,4.2,4.1,4.3,4.1
Chernihiv_City_Volunteers,4.1,4.1,4.1,4.1
Korop_District_Volunteers,4.5,4.5,4.7,4.3
Koryukivka_District_Volunteers,4.5,4.5,4.6,4.3
Nizhyn_District_Volunteers,4.3,4.2,4.5,4.2
Pryluky_District_Volunteers,4.4,4.4,4.5,4.3
