Team Name,Management,Returns,Rewards,Status
Bila Tserkva District Volunteers,4.4,4.6,4.1,4.4
Boryspil_District_Voluunteers,4.4,4.4,4.2,4.6
Brovary_District_Volunteers,4.0,4.4,3.4,4.3
Bucha_Filia_Kyiv_Regional_Volunteers,4.1,4.4,3.9,4.1
Bucha_Filia_Kyiv_Regional_Volunteers 1,4.0,4.1,3.2,4.5
Kyiv-Svyastoshynska_District_Volunteers,4.1,4.2,3.9,4.3
Kyiv_Regional_Volunteers,4.0,4.3,3.5,4.1
Obukhiv_District_Volunteers,4.1,4.1,3.8,4.5
Vyshhorod District Volunteers,4.4,4.6,4.2,4.4
