Team Name,Leadership,Listens,Understands,Encourages
Cherkasy_City_Volunteers,4.2,4.2,4.2,4.1
Cherkasy_RegionalCity_JointStaff,3.8,3.8,3.7,4.0
Cherkasy_Regional_Staff,4.1,4.1,4.2,4.0
Cherkasy_Regional_Volunteers,4.1,4.0,4.6,3.9
Uman_District_Volunteers,3.9,4.0,3.8,3.8
Zolotonosha_District_Volunteers,3.7,3.7,3.6,3.8
Zvenyhorodka_District_Volunteers,4.2,4.1,4.6,3.9
