Team Name,Engagement,Satisfied,Meaning,Values,Ideas,Stay
Ізюмська МРО,4.2,4.2,4.2,4.0,4.1,4.3
Індустріальна РО,4.5,4.6,4.6,4.4,4.5,4.5
Богодухівська РО,4.5,4.5,4.5,4.4,4.4,4.4
Зміївська,4.1,4.1,4.2,3.9,4.1,4.3
Київська РО,4.0,3.8,4.5,4.5,3.0,4.2
Красноградська РО,4.4,4.3,4.2,3.8,4.8,4.8
Куп'янська МРО,4.2,4.2,4.4,4.2,4.5,3.8
Лозівська,3.9,4.0,4.0,3.6,4.1,4.0
Холодногірська РО,4.3,4.1,4.6,4.1,4.1,4.3
Шевченківська РО,4.2,4.0,4.2,4.2,4.5,4.0
