Team Name,Leadership,Listens,Understands,Encourages
Bilozerska_District_JointStaffVolunteers,4.5,4.5,4.7,4.4
Dniprovska_District_JointStaffVolunteers,4.2,4.2,4.4,4.0
Kherson_ Regional_JointStaffVolunteers,4.0,3.8,4.3,4.0
Korabelna_District_JointStaffVolunteers,4.0,4.0,3.8,4.1
Novovorontsovska_District_JointStaffVolunteers,4.2,4.1,4.5,4.0
