Team Name,Management,Returns,Rewards,Status
Cherkasy_City_Volunteers,4.2,4.2,4.1,4.4
Cherkasy_RegionalCity_JointStaff,4.1,4.3,3.9,4.2
Cherkasy_Regional_Staff,4.1,4.1,4.1,4.1
Cherkasy_Regional_Volunteers,4.1,4.1,4.0,4.3
Uman_District_Volunteers,3.8,4.1,3.3,3.8
Zolotonosha_District_Volunteers,3.9,4.2,3.6,3.8
Zvenyhorodka_District_Volunteers,4.3,4.2,4.3,4.3
