Team Name,Management,Returns,Rewards,Status
Dniprovska_ City_Volunteers,4.2,4.7,3.7,4.2
Komunarska_ City_Volunteers,4.5,4.5,4.7,4.4
Kushugum_Region_Volunteers,4.9,5.0,4.7,5.0
Local_ City_Volunteers,4.4,4.3,4.3,4.6
Pologyvska _ Regional_Volunteers,4.3,4.3,4.3,4.3
Volnyansk_ Regional_Volunteers,4.3,4.3,4.2,4.4
Voznesenovsky_City_Volunteers,4.3,4.5,4.0,4.3
Zavodsky _ City_Volunteers,4.4,4.3,4.0,4.8
Запорізька района філія ЗОО ТЧХУ,4.1,4.4,4.1,3.8
